No.,Object Name,RA,Dec,Object Type,cz (Velocity),Redshift (z),z flag,Reference,Note,Photometry,Position,Redshift,Diameter,Distances,Classification,Images,Spectra
547,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1216498-1158344</a>",184.207417,-11.976222,G,236386,0.788500,UUN,4,0,17,2,2,0,0,0,0,0
548,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J121649.76-120138.6</a>",184.207500,-12.027556,G,238785,0.796500,UUN,7,0,40,4,2,0,0,0,0,0
549,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1216502-1200038</a>",184.209167,-12.001056,G,199662,0.666000,UUN,5,0,27,3,2,0,0,0,0,0
550,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1216503-1159594</a>",184.209542,-11.999833,G,237016,0.790600,UUN,5,0,25,3,2,0,0,0,0,0
551,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1216503-1202102</a>",184.209625,-12.036167,*,,,,3,0,26,2,0,0,0,0,0,0
552,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1216504-1200120</a>",184.209833,-12.003333,G,279167,0.931200,UUN,5,0,25,3,2,0,0,0,0,0
553,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1216504-1200480</a>",184.210083,-12.013333,G,236416,0.788600,UUN,7,0,28,3,2,0,0,0,0,0
554,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1216508-1157576</a>",184.211708,-11.966000,G,194895,0.650100,UUN,6,0,17,2,2,0,0,0,0,0
555,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1216514-1200313</a>",184.214000,-12.008694,G,235067,0.784100,UUN,4,0,25,3,2,0,0,0,0,0
556,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1216514-1158564</a>",184.214125,-11.982333,G,,,,3,0,26,2,0,0,0,0,0,0
557,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1216516-1201306</a>",184.214875,-12.025167,G,216450,0.722000,UUN,4,0,25,3,2,0,0,0,0,0
558,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1216522-1202261</a>",184.217500,-12.040583,G,121776,0.406200,UUN,4,0,27,3,2,0,0,0,0,0
559,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1216522-1200595</a>",184.217542,-12.016528,G,236296,0.788200,UUN,8,0,27,3,2,0,0,0,0,0
560,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1216523-1200224</a>",184.218042,-12.006222,G,227333,0.758300,UUN,4,0,17,2,2,0,0,0,0,0
561,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J121652.58-120255.5</a>",184.219375,-12.048694,G,247719,0.826300,UUN,9,0,39,4,2,0,0,0,0,0
562,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J121653.23-115853.6</a>",184.222000,-11.981667,G,142791,0.476300,UUN,5,0,29,3,2,0,0,0,0,0
563,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1216537-1159276</a>",184.223750,-11.991000,G,81633,0.272300,UUN,5,0,25,3,2,0,0,0,0,0
564,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1216541-1157559</a>",184.225583,-11.965528,G,262258,0.874800,UUN,6,0,17,2,2,0,0,0,0,0
565,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J121654.70-115745.3</a>",184.228167,-11.962528,G,262198,0.874600,UUN,6,0,33,4,2,0,0,0,0,0
566,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1216548-1158039</a>",184.228375,-11.967750,G,294606,0.982700,UUN,6,0,17,2,2,0,0,0,0,0
567,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1216550-1158102</a>",184.229000,-11.969500,G,30999,0.103400,UUN,4,0,17,2,2,0,0,0,0,0
568,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J123220.08-125336.8</a>",188.083750,-12.893583,*,,,,3,0,37,4,0,0,0,0,0,0
569,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J123220.40-124955.4</a>",188.085167,-12.831861,G,163687,0.546000,UUN,7,0,38,3,1,0,0,0,0,0
570,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J123220.64-125201.9</a>",188.086083,-12.867111,G,162368,0.541600,UUN,6,0,38,3,1,0,0,0,0,0
571,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1232228-1251168</a>",188.095083,-12.854667,G,162847,0.543200,UUN,4,0,26,2,1,0,0,0,0,0
572,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J123223.73-125211.3</a>",188.099083,-12.869750,G,164856,0.549900,UUN,4,0,36,4,1,0,0,0,0,0
573,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1232242-1252301</a>",188.101000,-12.875028,G,161378,0.538300,UUN,5,0,24,2,1,0,0,0,0,0
574,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J123224.97-125154.7</a>",188.104208,-12.865306,G,161858,0.539900,UUN,6,0,38,3,1,0,0,0,0,0
575,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1232261-1249494</a>",188.108625,-12.830389,G,162188,0.541000,UUN,3,0,26,2,1,0,0,0,0,0
576,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1232261-1252429</a>",188.108792,-12.878583,G,161198,0.537700,UUN,4,0,24,2,1,0,0,0,0,0
577,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J123227.03-125301.4</a>",188.112792,-12.883694,G,163237,0.544500,UUN,7,0,38,3,1,0,0,0,0,0
578,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J123227.00-125019.5</a>",188.112833,-12.838750,G,162008,0.540400,UUN,5,0,38,3,1,0,0,0,0,0
579,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1232273-1251080</a>",188.113667,-12.852222,G,160959,0.536900,UUN,4,0,26,2,1,0,0,0,0,0
580,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1232273-1250037</a>",188.113875,-12.834361,G,160899,0.536700,UUN,3,0,24,2,1,0,0,0,0,0
581,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1232274-1251372</a>",188.114208,-12.860333,G,43980,0.146700,UUN,5,0,26,2,1,0,0,0,0,0
582,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J123227.44-124854.1</a>",188.114375,-12.815000,G,162607,0.542400,UUN,5,0,38,4,1,0,0,0,0,0
583,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J123227.97-124935.5</a>",188.116625,-12.826472,G,163357,0.544900,UUN,7,0,38,3,1,0,0,0,0,0
584,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1232280-1252528</a>",188.116708,-12.881333,G,163327,0.544800,UUN,4,0,26,2,1,0,0,0,0,0
585,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1232280-1251429</a>",188.116875,-12.861917,*,,,,3,0,24,2,0,0,0,0,0,0
586,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1232281-1249480</a>",188.116958,-12.830000,G,158920,0.530100,UUN,4,0,26,2,1,0,0,0,0,0
587,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1232282-1253556</a>",188.117667,-12.898778,G,20746,0.069200,UUN,3,0,25,2,1,0,0,0,0,0
588,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1232285-1252505</a>",188.118875,-12.880694,G,218219,0.727900,UUN,3,0,24,2,1,0,0,0,0,0
589,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J123228.51-125255.1</a>",188.118875,-12.882028,G,253534,0.845700,UUN,5,0,38,3,1,0,0,0,0,0
590,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J123228.47-125406.2</a>",188.118917,-12.901583,*,,,,3,0,40,4,0,0,0,0,0,0
591,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1232286-1248440</a>",188.119083,-12.812222,G,163387,0.545000,UUN,3,0,25,2,1,0,0,0,0,0
592,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J123228.72-125236.8</a>",188.119750,-12.876917,G,162847,0.543200,UUN,7,0,38,3,1,0,0,0,0,0
593,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J123228.81-125048.2</a>",188.120000,-12.846944,G,163986,0.547000,UUN,10,0,38,3,1,0,0,0,0,0
594,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1232291-1253326</a>",188.121042,-12.892389,G,20836,0.069500,UUN,4,0,16,1,1,0,0,0,0,0
595,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1232292-1254006</a>",188.121750,-12.900167,G,16609,0.055400,UUN,3,0,16,1,1,0,0,0,0,0
596,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1232293-1250249</a>",188.122125,-12.840250,G,117369,0.391500,UUN,3,0,26,2,1,0,0,0,0,0
597,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J123229.28-125435.8</a>",188.122167,-12.909667,G,225384,0.751800,UUN?,4,0,32,3,1,0,0,0,0,0
598,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1232294-1249028</a>",188.122500,-12.817444,G,170522,0.568800,UUN,3,0,26,2,1,0,0,0,0,0
599,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1232295-1253281</a>",188.122917,-12.891139,*,,,,3,0,24,2,0,0,0,0,0,0
600,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J123229.58-125011.3</a>",188.123292,-12.836639,G,165156,0.550900,UUN,9,0,28,2,1,0,0,0,0,0
601,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1232297-1250080</a>",188.123625,-12.835556,G,164766,0.549600,UUN,4,0,26,2,1,0,0,0,0,0
602,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1232297-1249120</a>",188.123750,-12.820000,G,162248,0.541200,UUN,4,0,26,2,1,0,0,0,0,0
603,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J123229.89-125103.9</a>",188.124417,-12.850944,G,164676,0.549300,UUN,7,0,37,3,1,0,0,0,0,0
604,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J123229.88-125246.4</a>",188.124500,-12.879472,*,,,,3,0,44,4,0,0,0,0,0,0
605,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J123230.26-125144.0</a>",188.126083,-12.862250,G,164886,0.550000,UUN,7,0,38,3,1,0,0,0,0,0
606,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1232305-1253111</a>",188.127125,-12.886417,G,54352,0.181300,UUN,3,0,24,2,1,0,0,0,0,0
607,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1232307-1249573</a>",188.127875,-12.832583,G,164646,0.549200,UUN?,4,0,16,1,1,0,0,0,0,0
608,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J123230.85-124941.4</a>",188.128542,-12.828000,G,164436,0.548500,UUN,7,0,38,3,1,0,0,0,0,0
609,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1232310-1252396</a>",188.129333,-12.877667,G,34116,0.113800,UUN,4,0,24,2,1,0,0,0,0,0
610,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1232311-1251061</a>",188.129458,-12.851694,G,165665,0.552600,UUN,4,0,25,2,1,0,0,0,0,0
611,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1232313-1251516</a>",188.130292,-12.864333,G,44099,0.147100,UUN,3,0,26,2,1,0,0,0,0,0
612,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J123231.46-125157.2</a>",188.131167,-12.866056,G,125043,0.417100,UUN,7,0,38,3,1,0,0,0,0,0
613,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1232317-1253332</a>",188.132208,-12.892556,*,,,,3,0,24,2,0,0,0,0,0,0
614,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J123231.75-124928.0</a>",188.132292,-12.824306,G,162488,0.542000,UUN,9,0,38,4,2,0,0,0,0,0
615,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1232318-1249049</a>",188.132417,-12.818028,G,162128,0.540800,UUN,6,0,26,2,1,0,0,0,0,0
616,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1232322-1253003</a>",188.134042,-12.883417,G,,,,3,0,24,2,0,0,0,0,0,0
617,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J123232.30-125126.1</a>",188.134625,-12.857417,G,164826,0.549800,UUN,5,0,36,3,1,0,0,0,0,0
618,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1232325-1252281</a>",188.135375,-12.874472,*,,,,3,0,24,2,0,0,0,0,0,0
619,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1232326-1249355</a>",188.135917,-12.826528,G,125493,0.418600,UUN,7,0,26,2,1,0,0,0,0,0
620,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1232327-1254178</a>",188.136167,-12.904944,G,50605,0.168800,UUN,3,0,16,1,1,0,0,0,0,0
621,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J123232.70-124906.8</a>",188.136417,-12.818250,G,159699,0.532700,UUN,5,0,38,3,1,0,0,0,0,0
622,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J123233.02-124843.5</a>",188.137708,-12.812111,G,53813,0.179500,UUN,3,0,44,4,1,0,0,0,0,0
623,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1232333-1250121</a>",188.138833,-12.836694,G,124564,0.415500,UUN,5,0,26,2,1,0,0,0,0,0
624,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1232335-1248470</a>",188.139417,-12.813056,G,203919,0.680200,UUN,4,0,26,2,1,0,0,0,0,0
625,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1232336-1252103</a>",188.140167,-12.869528,G,162547,0.542200,UUN,4,0,16,1,1,0,0,0,0,0
626,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1232339-1251575</a>",188.141125,-12.865972,G,171002,0.570400,UUN?,2,0,16,1,1,0,0,0,0,0
627,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J123233.86-125201.0</a>",188.141125,-12.866944,G,218699,0.729500,UUN,5,0,38,3,1,0,0,0,0,0
628,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1232339-1249205</a>",188.141250,-12.822361,G,203769,0.679700,UUN,5,0,25,2,1,0,0,0,0,0
629,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J123233.94-124915.1</a>",188.141500,-12.820500,G,159070,0.530600,UUN,4,0,38,3,1,0,0,0,0,0
630,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J123234.08-125220.7</a>",188.142000,-12.872583,G,161708,0.539400,UUN,4,0,38,3,1,0,0,0,0,0
631,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1232341-1252180</a>",188.142042,-12.871667,G,156462,0.521900,UUN?,2,0,24,2,1,0,0,0,0,0
632,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J123234.25-124926.9</a>",188.142792,-12.824028,G,161738,0.539500,UUN,8,0,38,3,1,0,0,0,0,0
633,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J123234.31-124959.1</a>",188.142958,-12.833167,G,,,,4,0,38,3,0,0,0,0,0,0
634,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J123234.50-125058.2</a>",188.143875,-12.849583,*,,,,3,0,38,3,0,0,0,0,0,0
635,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1232346-1250500</a>",188.144000,-12.847222,G,159909,0.533400,UUN,3,0,24,2,1,0,0,0,0,0
636,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1232347-1252192</a>",188.144500,-12.872000,*,,,,3,0,16,1,0,0,0,0,0,0
637,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1232347-1249462</a>",188.144625,-12.829500,G,162128,0.540800,UUN,4,0,25,2,1,0,0,0,0,0
638,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1232350-1250103</a>",188.145708,-12.836194,G,161798,0.539700,UUN,7,0,26,2,1,0,0,0,0,0
639,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1232350-1254248</a>",188.145792,-12.906889,G,85681,0.285800,UUN?,3,0,16,1,1,0,0,0,0,0
640,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J123235.05-125125.5</a>",188.146000,-12.857139,G,162757,0.542900,UUN,4,0,38,3,1,0,0,0,0,0
641,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1232352-1253165</a>",188.146625,-12.887917,G,,,,3,0,16,1,0,0,0,0,0,0
642,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1232352-1253514</a>",188.146750,-12.897611,G,235667,0.786100,UUN,4,0,16,1,1,0,0,0,0,0
643,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J123236.05-125419.3</a>",188.150417,-12.905139,G,161558,0.538900,UUN,5,0,28,2,1,0,0,0,0,0
644,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1232361-1254123</a>",188.150583,-12.903417,G,298234,0.994800,UUN,3,0,16,1,1,0,0,0,0,0
645,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J123236.35-124832.4</a>",188.151625,-12.808861,G,98152,0.327400,UUN,3,0,36,3,1,0,0,0,0,0
646,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1232364-1248345</a>",188.151792,-12.809583,G,98272,0.327800,UUN,3,0,16,1,1,0,0,0,0,0
647,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1232365-1253142</a>",188.151917,-12.887278,G,168363,0.561600,UUN,3,0,16,1,1,0,0,0,0,0
648,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J123236.45-125308.3</a>",188.151958,-12.885611,G,197233,0.657900,UUN,5,0,28,2,1,0,0,0,0,0
649,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J123236.56-125126.7</a>",188.152000,-12.857333,G,161678,0.539300,UUN,4,0,38,3,1,0,0,0,0,0
650,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1232370-1248495</a>",188.154125,-12.813750,G,161318,0.538100,UUN,5,0,26,2,1,0,0,0,0,0
651,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1232370-1248239</a>",188.154333,-12.806639,G,161918,0.540100,UUN,9,0,16,1,1,0,0,0,0,0
652,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1232371-1249414</a>",188.154542,-12.828167,G,123425,0.411700,UUN,3,0,26,2,1,0,0,0,0,0
653,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1232372-1249258</a>",188.155042,-12.823833,G,161198,0.537700,UUN,5,0,16,1,1,0,0,0,0,0
654,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1232373-1254225</a>",188.155250,-12.906250,G,123994,0.413600,UUN,3,0,16,1,1,0,0,0,0,0
655,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1232373-1249247</a>",188.155375,-12.823528,G,203199,0.677800,UUN,6,0,16,1,1,0,0,0,0,0
656,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J123237.59-124838.4</a>",188.156667,-12.810667,G,,,,4,0,38,3,0,0,0,0,0,0
657,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J123238.43-125132.4</a>",188.160042,-12.859000,G,160359,0.534900,UUN,4,0,32,3,1,0,0,0,0,0
658,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1232384-1253530</a>",188.160167,-12.898056,G,163327,0.544800,UUN?,3,0,16,1,1,0,0,0,0,0
659,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1232385-1253500</a>",188.160250,-12.897222,G,142222,0.474400,UUN,3,0,16,1,1,0,0,0,0,0
660,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1232389-1252310</a>",188.161875,-12.875278,*,,,,3,0,16,1,0,0,0,0,0,0
661,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1232389-1252170</a>",188.162292,-12.871389,G,204129,0.680900,UUN,3,0,16,1,1,0,0,0,0,0
662,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J123239.30-125427.6</a>",188.163708,-12.908083,*,,,,3,0,28,2,0,0,0,0,0,0
663,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1232393-1253463</a>",188.163833,-12.896194,G,160809,0.536400,UUN,4,0,16,1,1,0,0,0,0,0
664,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1232394-1253096</a>",188.164125,-12.886000,G,97373,0.324800,UUN,3,0,16,1,1,0,0,0,0,0
665,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J123240.15-125327.1</a>",188.167167,-12.891278,G,114461,0.381800,UUN,4,0,28,2,1,0,0,0,0,0
666,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J123240.11-124836.5</a>",188.167292,-12.809833,G,298623,0.996100,UUN?,3,0,38,3,1,0,0,0,0,0
667,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J104036.75-115635.5</a>",160.153333,-11.943222,G,,,,4,0,39,3,0,0,0,0,0,0
668,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040368-1156185</a>",160.153333,-11.938472,G,,,,3,0,25,2,0,0,0,0,0,0
669,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040380-1157000</a>",160.158333,-11.950000,G,,,,4,0,27,2,0,0,0,0,0,0
670,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040384-1157079</a>",160.160000,-11.952194,G,,,,3,0,24,2,0,0,0,0,0,0
671,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040385-1156438</a>",160.160417,-11.945500,G,,,,3,0,27,2,0,0,0,0,0,0
672,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040388-1155314</a>",160.161667,-11.925389,G,,,,3,0,25,2,0,0,0,0,0,0
673,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040392-1157089</a>",160.163333,-11.952472,G,,,,2,0,25,2,0,0,0,0,0,0
674,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040392-1155365</a>",160.163333,-11.926806,*,,,,3,0,25,2,0,0,0,0,0,0
675,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040398-1156247</a>",160.165833,-11.940194,G,,,,2,0,25,2,0,0,0,0,0,0
676,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040410-1155313</a>",160.170833,-11.925361,G,,,,3,0,25,2,0,0,0,0,0,0
677,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040417-1155547</a>",160.173750,-11.931861,G,,,,3,0,25,2,0,0,0,0,0,0
678,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040421-1156473</a>",160.175417,-11.946472,G,,,,2,0,25,2,0,0,0,0,0,0
679,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040422-1155525</a>",160.175833,-11.931250,G,,,,3,0,25,2,0,0,0,0,0,0
