No.,Object Name,RA,Dec,Object Type,cz (Velocity),Redshift (z),z flag,Reference,Note,Photometry,Position,Redshift,Diameter,Distances,Classification,Images,Spectra
823,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1054440-1246087</a>",163.683333,-12.769083,G,,,,3,0,25,2,0,0,0,0,0,0
824,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1054441-1245066</a>",163.683750,-12.751833,*,,,,3,0,24,2,0,0,0,0,0,0
825,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1054441-1246142</a>",163.683750,-12.770611,G,,,,3,0,25,2,0,0,0,0,0,0
826,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1054442-1246053</a>",163.684167,-12.768139,G,,,,3,0,25,2,0,0,0,0,0,0
827,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1054442-1246441</a>",163.684167,-12.778917,G,,,,4,0,27,2,0,0,0,0,0,0
828,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1054445-1244589</a>",163.685417,-12.749694,*,,,,3,0,25,2,0,0,0,0,0,0
829,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1054446-1247153</a>",163.685833,-12.787583,G,,,,3,0,27,2,0,0,0,0,0,0
830,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1054447-1246363</a>",163.686250,-12.776750,G,,,,3,0,27,2,0,0,0,0,0,0
831,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1054447-1245208</a>",163.686250,-12.755778,G,,,,3,0,27,2,0,0,0,0,0,0
832,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1054449-1245253</a>",163.687083,-12.757028,G,,,,3,0,17,1,0,0,0,0,0,0
833,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1054450-1246283</a>",163.687500,-12.774528,G,,,,3,0,27,2,0,0,0,0,0,0
834,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1054453-1246587</a>",163.688750,-12.782972,G,,,,3,0,25,2,0,0,0,0,0,0
835,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1054456-1246419</a>",163.690000,-12.778306,*,,,,3,0,25,2,0,0,0,0,0,0
836,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1054465-1245252</a>",163.693750,-12.757000,G,,,,3,0,25,2,0,0,0,0,0,0
837,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1054465-1246529</a>",163.693750,-12.781361,G,,,,3,0,25,2,0,0,0,0,0,0
838,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1054469-1246187</a>",163.695417,-12.771861,G,,,,3,0,25,2,0,0,0,0,0,0
839,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1054471-1246276</a>",163.696250,-12.774333,G,,,,4,0,27,2,0,0,0,0,0,0
840,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1054474-1245580</a>",163.697500,-12.766111,G,,,,4,0,25,2,0,0,0,0,0,0
841,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1054476-1246405</a>",163.698333,-12.777917,G,,,,4,0,25,2,0,0,0,0,0,0
842,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1054478-1246292</a>",163.699167,-12.774778,G,,,,4,0,27,2,0,0,0,0,0,0
843,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040436-1156450</a>",160.181667,-11.945833,G,,,,3,0,25,2,0,0,0,0,0,0
844,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1216469-1201494</a>",184.195417,-12.030389,G,,,,4,0,27,2,0,0,0,0,0,0
845,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1216482-1201012</a>",184.200833,-12.017000,G,,,,2,0,25,2,0,0,0,0,0,0
846,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1054378-1245513</a>",163.657500,-12.764250,G,,,,4,0,27,2,0,0,0,0,0,0
847,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1054393-1245361</a>",163.663750,-12.760028,G,,,,3,0,27,2,0,0,0,0,0,0
848,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">CL J1103.7-1245a</a>",165.895417,-12.779444,GClstr,187700,0.626100,UUN,13,0,0,4,4,0,0,0,0,0
849,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">CL J1103.7-1245b</a>",165.902083,-12.739528,GClstr,210724,0.702900,UUN,10,0,0,1,1,0,0,0,0,0
850,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1037483-1243063</a>",159.451250,-12.718417,*,,,,2,0,16,1,0,0,0,0,0,0
851,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1037485-1243066</a>",159.452083,-12.718500,G,,,,1,0,16,1,0,0,0,0,0,0
852,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040416-1153316</a>",160.173333,-11.892111,G,,,,1,0,16,1,0,0,0,0,0,0
853,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040430-1151357</a>",160.179167,-11.859917,G,,,,1,0,16,1,0,0,0,0,0,0
854,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040447-1153073</a>",160.186250,-11.885361,*,,,,2,0,16,1,0,0,0,0,0,0
855,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1054292-1247490</a>",163.621667,-12.796944,G,,,,1,0,16,1,0,0,0,0,0,0
856,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1103437-1245344</a>",165.932083,-12.759556,G,,,,1,0,24,2,0,0,0,0,0,0
857,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1103438-1245416</a>",165.932500,-12.761556,G,,,,1,0,24,2,0,0,0,0,0,0
858,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1103440-1245388</a>",165.933333,-12.760778,G,,,,1,0,16,1,0,0,0,0,0,0
859,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J110359.26-124519.1</a>",165.996667,-12.755222,G,,,,2,0,28,2,0,0,0,0,0,0
860,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J113800.94-113528.0</a>",174.504167,-11.590972,G,,,,2,0,36,3,0,0,0,0,0,0
861,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1138012-1135213</a>",174.505000,-11.589250,G,,,,2,0,24,2,0,0,0,0,0,0
862,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1138029-1131218</a>",174.512083,-11.522722,G,,,,2,0,24,2,0,0,0,0,0,0
863,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1227548-1134265</a>",186.978333,-11.574028,G,,,,1,0,16,1,0,0,0,0,0,0
864,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J122804.80-113846.3</a>",187.020000,-11.646417,G,,,,2,0,28,2,0,0,0,0,0,0
865,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1232304-1251184</a>",188.126667,-12.855111,G,,,,3,0,26,2,0,0,0,0,0,0
866,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1232305-1251217</a>",188.127083,-12.856028,G,,,,2,0,16,1,0,0,0,0,0,0
867,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1353014-1137397</a>",208.255833,-11.627694,G,,,,1,0,16,1,0,0,0,0,0,0
868,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1353016-1137337</a>",208.256667,-11.626028,G,173640,0.579200,SLS,2,0,24,2,1,0,0,0,0,0
869,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J135412.55-123308.4</a>",208.552083,-12.552083,G,,,,2,0,38,3,0,0,0,0,0,0
870,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1354129-1233062</a>",208.553750,-12.551722,G,,,,1,0,16,1,0,0,0,0,0,0
871,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1354129-1233101</a>",208.553750,-12.552806,G,,,,1,0,24,2,0,0,0,0,0,0
872,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1420196-1236366</a>",215.081667,-12.610167,G,,,,1,0,16,1,0,0,0,0,0,0
873,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1420197-1236286</a>",215.082083,-12.607944,G,,,,1,0,26,2,0,0,0,0,0,0
874,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1037480-1243027</a>",159.450000,-12.717417,G,,,,2,0,24,2,0,0,0,0,0,0
875,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040295-1157481</a>",160.122917,-11.963361,G,,,,1,0,16,1,0,0,0,0,0,0
876,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040296-1157469</a>",160.123333,-11.963028,G,,,,1,0,16,1,0,0,0,0,0,0
877,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040298-1157495</a>",160.124167,-11.963750,G,,,,1,0,16,1,0,0,0,0,0,0
878,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040309-1155017</a>",160.128750,-11.917139,G,,,,1,0,16,1,0,0,0,0,0,0
879,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040312-1155035</a>",160.130000,-11.917639,G,,,,1,0,16,1,0,0,0,0,0,0
880,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040317-1152483</a>",160.132083,-11.880083,G,,,,1,0,16,1,0,0,0,0,0,0
881,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040320-1152379</a>",160.133333,-11.877194,G,,,,2,0,16,1,0,0,0,0,0,0
882,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040320-1157181</a>",160.133333,-11.955028,G,,,,1,0,16,1,0,0,0,0,0,0
883,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040322-1152401</a>",160.134167,-11.877806,G,,,,2,0,16,1,0,0,0,0,0,0
884,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040322-1152445</a>",160.134167,-11.879028,G,,,,1,0,16,1,0,0,0,0,0,0
885,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040322-1152494</a>",160.134167,-11.880389,*,,,,2,0,16,1,0,0,0,0,0,0
886,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040322-1154489</a>",160.134167,-11.913583,G,,,,2,0,26,2,0,0,0,0,0,0
887,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040323-1154565</a>",160.134583,-11.915694,G,,,,1,0,26,2,0,0,0,0,0,0
888,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040326-1153047</a>",160.135833,-11.884639,G,,,,1,0,16,1,0,0,0,0,0,0
889,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040326-1154470</a>",160.135833,-11.913056,G,,,,2,0,24,2,0,0,0,0,0,0
890,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040326-1158213</a>",160.135833,-11.972583,G,,,,1,0,16,1,0,0,0,0,0,0
891,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J104032.92-115726.8</a>",160.137083,-11.957528,G,,,,2,0,38,3,0,0,0,0,0,0
892,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040329-1158191</a>",160.137083,-11.971972,G,,,,1,0,16,1,0,0,0,0,0,0
893,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040332-1152222</a>",160.138333,-11.872833,G,,,,1,0,16,1,0,0,0,0,0,0
894,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040332-1152240</a>",160.138333,-11.873333,G,,,,2,0,16,1,0,0,0,0,0,0
895,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040332-1154084</a>",160.138333,-11.902333,G,,,,1,0,24,2,0,0,0,0,0,0
896,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040333-1152259</a>",160.138750,-11.873861,G,,,,1,0,16,1,0,0,0,0,0,0
897,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040333-1156556</a>",160.138750,-11.948778,G,,,,1,0,16,1,0,0,0,0,0,0
898,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040334-1157260</a>",160.139167,-11.957222,G,,,,1,0,16,1,0,0,0,0,0,0
899,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040335-1157261</a>",160.139583,-11.957250,G,,,,1,0,16,1,0,0,0,0,0,0
900,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040341-1155382</a>",160.142083,-11.927278,G,,,,1,0,24,2,0,0,0,0,0,0
901,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040342-1155240</a>",160.142500,-11.923333,G,,,,1,0,16,1,0,0,0,0,0,0
902,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040343-1155334</a>",160.142917,-11.925944,G,,,,1,0,24,2,0,0,0,0,0,0
903,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040344-1155453</a>",160.143333,-11.929250,G,,,,1,0,24,2,0,0,0,0,0,0
904,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040344-1157538</a>",160.143333,-11.964944,G,,,,1,0,24,2,0,0,0,0,0,0
905,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040348-1155491</a>",160.145000,-11.930306,G,,,,2,0,26,2,0,0,0,0,0,0
906,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040348-1157528</a>",160.145000,-11.964667,G,,,,1,0,16,1,0,0,0,0,0,0
907,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040349-1156553</a>",160.145417,-11.948694,G,,,,1,0,26,2,0,0,0,0,0,0
908,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040349-1157532</a>",160.145417,-11.964778,G,,,,1,0,24,2,0,0,0,0,0,0
909,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040350-1155521</a>",160.145833,-11.931139,G,,,,1,0,16,1,0,0,0,0,0,0
910,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040351-1152118</a>",160.146250,-11.869944,G,,,,2,0,16,1,0,0,0,0,0,0
911,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040351-1156482</a>",160.146250,-11.946722,G,,,,2,0,26,2,0,0,0,0,0,0
912,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040352-1156388</a>",160.146667,-11.944111,G,,,,1,0,24,2,0,0,0,0,0,0
913,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040353-1156590</a>",160.147083,-11.949722,G,,,,1,0,24,2,0,0,0,0,0,0
914,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040353-1157047</a>",160.147083,-11.951306,G,,,,2,0,26,2,0,0,0,0,0,0
915,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040354-1152133</a>",160.147500,-11.870361,G,,,,1,0,16,1,0,0,0,0,0,0
916,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040355-1152436</a>",160.147917,-11.878778,G,,,,1,0,24,2,0,0,0,0,0,0
917,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040355-1152524</a>",160.147917,-11.881222,G,,,,1,0,24,2,0,0,0,0,0,0
918,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040356-1155050</a>",160.148333,-11.918056,G,,,,1,0,26,2,0,0,0,0,0,0
919,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040357-1153292</a>",160.148750,-11.891444,G,,,,1,0,16,1,0,0,0,0,0,0
920,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040357-1156551</a>",160.148750,-11.948639,G,,,,1,0,16,1,0,0,0,0,0,0
921,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040359-1156067</a>",160.149583,-11.935194,G,,,,1,0,16,1,0,0,0,0,0,0
922,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040360-1153528</a>",160.150000,-11.898000,G,,,,1,0,24,2,0,0,0,0,0,0
923,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040360-1155083</a>",160.150000,-11.918972,G,,,,1,0,16,1,0,0,0,0,0,0
924,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040363-1156390</a>",160.151250,-11.944167,G,,,,2,0,24,2,0,0,0,0,0,0
925,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040364-1158060</a>",160.151667,-11.968333,G,,,,1,0,24,2,0,0,0,0,0,0
926,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040364-1158082</a>",160.151667,-11.968944,G,,,,1,0,16,1,0,0,0,0,0,0
927,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040367-1156141</a>",160.152917,-11.937250,G,,,,1,0,26,2,0,0,0,0,0,0
928,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040368-1156206</a>",160.153333,-11.939056,G,,,,1,0,16,1,0,0,0,0,0,0
929,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040370-1158054</a>",160.154167,-11.968167,G,,,,1,0,24,2,0,0,0,0,0,0
930,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040371-1156217</a>",160.154583,-11.939361,G,,,,1,0,16,1,0,0,0,0,0,0
931,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040371-1158047</a>",160.154583,-11.967972,*,,,,2,0,16,1,0,0,0,0,0,0
932,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040372-1157114</a>",160.155000,-11.953167,G,,,,1,0,16,1,0,0,0,0,0,0
933,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040374-1154366</a>",160.155833,-11.910167,G,,,,1,0,24,2,0,0,0,0,0,0
934,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040378-1158115</a>",160.157500,-11.969861,G,,,,2,0,26,2,0,0,0,0,0,0
935,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040379-1154414</a>",160.157917,-11.911500,G,,,,1,0,24,2,0,0,0,0,0,0
936,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040380-1156341</a>",160.158333,-11.942806,G,,,,1,0,26,2,0,0,0,0,0,0
937,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040381-1158002</a>",160.158750,-11.966722,G,,,,1,0,24,2,0,0,0,0,0,0
938,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040383-1154044</a>",160.159583,-11.901222,G,,,,1,0,24,2,0,0,0,0,0,0
939,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040383-1154145</a>",160.159583,-11.904028,G,,,,1,0,24,2,0,0,0,0,0,0
940,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040383-1156410</a>",160.159583,-11.944722,G,,,,2,0,24,2,0,0,0,0,0,0
941,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040383-1158155</a>",160.159583,-11.970972,G,,,,1,0,16,1,0,0,0,0,0,0
942,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040384-1154099</a>",160.160000,-11.902750,G,,,,1,0,16,1,0,0,0,0,0,0
943,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040384-1157550</a>",160.160000,-11.965278,G,,,,1,0,24,2,0,0,0,0,0,0
944,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040385-1156387</a>",160.160417,-11.944083,G,,,,1,0,24,2,0,0,0,0,0,0
945,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040386-1154152</a>",160.160833,-11.904222,G,,,,2,0,24,2,0,0,0,0,0,0
946,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040386-1157557</a>",160.160833,-11.965472,G,,,,1,0,16,1,0,0,0,0,0,0
947,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040387-1154190</a>",160.161250,-11.905278,G,,,,2,0,26,2,0,0,0,0,0,0
948,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040387-1155279</a>",160.161250,-11.924417,G,,,,1,0,24,2,0,0,0,0,0,0
949,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040387-1156312</a>",160.161250,-11.942000,G,,,,1,0,24,2,0,0,0,0,0,0
950,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040387-1156433</a>",160.161250,-11.945361,G,,,,1,0,24,2,0,0,0,0,0,0
951,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040388-1154075</a>",160.161667,-11.902083,G,,,,2,0,24,2,0,0,0,0,0,0
952,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040389-1157410</a>",160.162083,-11.961389,G,,,,2,0,24,2,0,0,0,0,0,0
953,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040392-1153398</a>",160.163333,-11.894389,G,,,,2,0,24,2,0,0,0,0,0,0
954,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040392-1154254</a>",160.163333,-11.907056,G,,,,1,0,26,2,0,0,0,0,0,0
955,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040392-1155156</a>",160.163333,-11.921000,G,,,,1,0,16,1,0,0,0,0,0,0
956,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040392-1155201</a>",160.163333,-11.922250,G,,,,1,0,24,2,0,0,0,0,0,0
957,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040393-1155328</a>",160.163750,-11.925778,G,,,,1,0,24,2,0,0,0,0,0,0
958,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040395-1156222</a>",160.164583,-11.939500,G,,,,1,0,24,2,0,0,0,0,0,0
959,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040396-1154205</a>",160.165000,-11.905694,G,,,,1,0,16,1,0,0,0,0,0,0
960,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J104039.59-115627.7</a>",160.165000,-11.941111,G,,,,2,0,38,3,0,0,0,0,0,0
961,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040397-1153526</a>",160.165417,-11.897944,*,,,,2,0,23,2,0,0,0,0,0,0
962,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040398-1154028</a>",160.165833,-11.900778,G,,,,1,0,24,2,0,0,0,0,0,0
963,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J104039.87-115711.2</a>",160.165833,-11.952778,G,,,,1,0,38,3,0,0,0,0,0,0
964,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040400-1156061</a>",160.166667,-11.935028,G,,,,2,0,16,1,0,0,0,0,0,0
965,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">EDCSN J1040401-1154521</a>",160.167083,-11.914472,G,,,,1,0,16,1,0,0,0,0,0,0
